"weight";"word"
"2";"propose"
"0";"oath"
"2";"hic"
"2";"ubique"
"0";"shift"
"0";"lay"
"0";"worthy"
"2";"pioner"
"0";"remove"
"1";"wondrous"
"0";"stranger"
"1";"dreamt"
"2";"philosophy"
"0";"mercy"
"0";"odd"
"1";"antic"
"0";"times"
"2";"encumbered"
"2";"headshake"
"2";"pronouncing"
"2";"doubtful"
"2";"ambiguous"
"0";"rest"
"2";"perturbed"
"1";"express"
"2";"friending"
"2";"lack"
"2";"fingers"
"0";"lips"
"0";"spite"
"0";"money"
"1";"notes"
"4";"marvelous"
"0";"wisely"
"2";"inquire"
"2";"behavior"
"0";"intend"
"2";"danskers"
"1";"paris"
"0";"company"
"1";"expense"
"0";"finding"
"2";"encompassment"
"4";"drift"
"2";"nearer"
"4";"demands"
"0";"touch"
"2";"distant"
"0";"knowledge"
"2";"addicted"
"2";"forgeries"
"4";"dishonor"
"0";"heed"
"0";"wanton"
"2";"usual"
"2";"slips"
"1";"companions"
"0";"liberty"
"4";"gaming"
"1";"drinking"
"2";"fencing"
"4";"swearing"
"2";"quarreling"
"2";"drabbing"
"2";"incontinency"
"0";"meaning"
"0";"breathe"
"1";"faults"
"2";"quaintly"
"2";"taints"
"2";"flash"
"2";"outbreak"
"1";"fiery"
"1";"savageness"
"2";"unreclaimed"
"1";"assault"
"0";"fetch"
"2";"laying"
"1";"slight"
"2";"sullies"
"1";"soiled"
"0";"working"
"0";"party"
"0";"converse"
"2";"prenominate"
"0";"assured"
"8";"closes"
"1";"consequence"
"0";"gentleman"
"2";"mass"
"1";"yesterday"
"2";"ertook"
"2";"tennis"
"1";"sale"
"2";"videlicet"
"1";"brothel"
"1";"bait"
"1";"falsehood"
"1";"carp"
"0";"reach"
"2";"windlasses"
"1";"assays"
"1";"bias"
"2";"indirections"
"2";"directions"
"2";"lecture"
"3";"observe"
"4";"inclination"
"1";"ply"
"0";"music"
"1";"affrighted"
"2";"sewing"
"0";"closet"
"1";"doublet"
"2";"unbraced"
"6";"hat"
"2";"stockings"
"2";"fouled"
"2";"ungartered"
"2";"gyved"
"2";"ankle"
"0";"shirt"
"0";"knees"
"1";"knocking"
"1";"piteous"
"2";"purport"
"2";"loosed"
"1";"horrors"
"0";"mad"
"2";"wrist"
"0";"arm"
"0";"falls"
"2";"perusal"
"1";"shaking"
"2";"waving"
"1";"raised"
"0";"sigh"
"4";"profound"
"2";"shatter"
"4";"turned"
"0";"doors"
"0";"helps"
"2";"bended"
"5";"ecstasy"
"0";"violent"
"1";"property"
"1";"fordoes"
"0";"leads"
"2";"undertakings"
"2";"passions"
"1";"afflict"
"0";"natures"
"2";"repel"
"0";"letters"
"0";"denied"
"0";"access"
"4";"coted"
"0";"trifle"
"1";"meant"
"2";"wrack"
"0";"beshrew"
"2";"jealousy"
"0";"proper"
"0";"age"
"4";"opinions"
"0";"younger"
"0";"close"
"0";"hide"
"0";"hate"
"0";"utter"
"0";"provoke"
"0";"hasty"
"2";"sending"
"2";"transformation"
"1";"sith"
"2";"exterior"
"2";"resembles"
"0";"entreat"
"0";"brought"
"2";"neighbored"
"3";"vouchsafe"
"2";"companies"
"0";"pleasures"
"3";"gather"
"2";"glean"
"0";"unknown"
"2";"afflicts"
"2";"opened"
"0";"remedy"
"4";"talked"
"0";"living"
"2";"adheres"
"4";"gentry"
"2";"goodwill"
"1";"expend"
"0";"supply"
"3";"profit"
"0";"hope"
"6";"visitation"
"0";"receive"
"4";"majesties"
"0";"sovereign"
"2";"entreaty"
"1";"bent"
"0";"feet"
"0";"commanded"
"1";"instantly"
"0";"changed"
"0";"practices"
